EC_number,Type,Value,Substrate,enzymeType,Organism
1.1.1.267,km,0.084,2-C-methyl-D-erythritol 4-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.174,2-C-methyl-D-erythritol 4-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.972,2-C-methyl-D-erythritol 4-phosphate,wildtype,Arabidopsis thaliana
1.1.1.267,km,0.004,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.042,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.05,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.061,1-deoxy-D-xylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.063,1-deoxy-D-xylulose-5-phosphate,wildtype,Synechocystis sp.
1.1.1.267,km,0.073,1-deoxy-D-xylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.097,1-deoxy-D-xylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.1,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.134,1-deoxy-D-xylulose-5-phosphate,wildtype,Synechocystis sp.
1.1.1.267,km,0.195,1-deoxy-D-xylulose-5-phosphate,wildtype,Synechocystis sp.
1.1.1.267,km,0.21,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.24,1-deoxy-D-xylulose-5-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.042,methyl-D-erythritol-4-phosphate,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.158,methyl-D-erythritol-4-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.294,methyl-D-erythritol-4-phosphate,wildtype,Escherichia coli
1.1.1.267,km,53.0,1-deoxy-L-erythrulose,wildtype,Mycobacterium tuberculosis
1.1.1.267,km,0.227,1-fluoro-1-deoxy-D-xylulose 5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.227,1-fluoro-1-deoxy-D-xylulose 5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.1,1-fluoro-1-deoxy-D-xylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.69,"(3R,4S)-dihydroxy-5-oxohexylphosphonic acid",wildtype,Synechocystis sp.
1.1.1.267,km,0.00537,3-[2H]-D-1-deoxyxylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.267,km,0.00423,4-[2H]-D-1-deoxyxylulose-5-phosphate,wildtype,Escherichia coli
1.1.1.268,km,1726.0,2-propanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,1726.0,2-propanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,52.0,2-butanone,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,315.0,(S)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,350.0,(S)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,220.0,(R)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,328.0,(R)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.068,2-oxopropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.22,2-(S)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,153.0,(S)-2-pentanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,20.0,(R)-2-pentanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.096,2-(R)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.124,2-(R)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,1.08,(R)-2-octanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.092,2-(2-ketopropylthio)ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.75,2-(2-hydroxyethylthio)ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.96,2-(2-hydroxyethylthio)ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,2.64,(R)-2-heptanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,4.6,(R)-2-hexanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.102,2-[(R)-2-hydroxypropylthio]ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.1,2-[(S)-2-hydroxypropylthio]ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.1,(2S)-2-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,0.102,(2R)-2-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,326.0,(2R)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,315.0,(2S)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,20.0,(2R)-2-pentanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,153.0,(2S)-2-pentanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,4.6,(2R)-2-hexanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,2.64,(2R)-2-heptanol,wildtype,Xanthobacter autotrophicus
1.1.1.268,km,1.08,(2R)-2-octanol,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,1400.0,2-propanol,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,120.0,2-butanone,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,28.0,(S)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,68.0,(R)-2-butanol,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.068,2-oxopropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.27,2-oxopropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.031,2-(S)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.22,2-(S)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.096,2-(R)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,9.1,2-(R)-hydroxypropyl-CoM,wildtype,Xanthobacter autotrophicus
1.1.1.269,km,0.97,2-(2-hydroxyethylthio)ethanesulfonate,wildtype,Xanthobacter autotrophicus
1.1.1.27,km,0.197,NADPH,wildtype,Limosilactobacillus fermentum
1.1.1.27,km,0.015,NAD+,wildtype,Thermus caldophilus
1.1.1.27,km,0.02,NAD+,wildtype,Agama stellio stellio
1.1.1.27,km,0.0303,NAD+,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.065,NAD+,wildtype,Thermus caldophilus
1.1.1.27,km,0.074,NAD+,wildtype,Taenia asiatica
1.1.1.27,km,0.086,NAD+,wildtype,Plasmodium falciparum
1.1.1.27,km,0.105,NAD+,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.143,NAD+,wildtype,Plasmodium malariae
1.1.1.27,km,0.155,NAD+,wildtype,Plasmodium vivax
1.1.1.27,km,0.18,NAD+,wildtype,Molinema dessetae
1.1.1.27,km,0.18,NAD+,wildtype,Plasmodium falciparum
1.1.1.27,km,0.23,NAD+,wildtype,Streptococcus uberis
1.1.1.27,km,0.311,NAD+,wildtype,Plasmodium ovale
1.1.1.27,km,0.38,NAD+,wildtype,Lactococcus cremoris
1.1.1.27,km,0.5,NAD+,wildtype,Homo sapiens
1.1.1.27,km,0.9,NAD+,wildtype,Bacillus subtilis
1.1.1.27,km,0.95,NAD+,wildtype,Ipomoea batatas
1.1.1.27,km,0.99,NAD+,wildtype,Homo sapiens
1.1.1.27,km,1.1,NAD+,wildtype,Homarus americanus
1.1.1.27,km,1.96,NAD+,wildtype,Faxonius virilis
1.1.1.27,km,2.18,NAD+,wildtype,Faxonius virilis
1.1.1.27,km,2.4,NAD+,wildtype,Lactococcus lactis
1.1.1.27,km,2.4,NAD+,wildtype,Lactococcus lactis
1.1.1.27,km,5.0,NAD+,wildtype,Pediococcus pentosaceus
1.1.1.27,km,0.007,NADH,wildtype,Plasmodium vivax
1.1.1.27,km,0.007,NADH,wildtype,Plasmodium falciparum
1.1.1.27,km,0.0081,NADH,wildtype,Babesia bovis
1.1.1.27,km,0.009,NADH,wildtype,Plasmodium malariae
1.1.1.27,km,0.01,NADH,wildtype,Lacticaseibacillus casei
1.1.1.27,km,0.011,NADH,wildtype,Plasmodium falciparum
1.1.1.27,km,0.0125,NADH,wildtype,Ipomoea batatas
1.1.1.27,km,0.0127,NADH,wildtype,Sus scrofa
1.1.1.27,km,0.0137,NADH,wildtype,Sus scrofa
1.1.1.27,km,0.014,NADH,wildtype,Plasmodium ovale
1.1.1.27,km,0.0142,NADH,wildtype,Sphyraena ensis
1.1.1.27,km,0.0143,NADH,wildtype,Sphyraena barracuda
1.1.1.27,km,0.0156,NADH,wildtype,Sus scrofa
1.1.1.27,km,0.016,NADH,wildtype,Plasmodium falciparum
1.1.1.27,km,0.0169,NADH,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.018,NADH,wildtype,Plasmodium falciparum
1.1.1.27,km,0.0186,NADH,wildtype,Sphyraena lucasana
1.1.1.27,km,0.0189,NADH,wildtype,Sphyraena idiastes
1.1.1.27,km,0.0196,NADH,wildtype,Sphyraena argentea
1.1.1.27,km,0.02,NADH,wildtype,Lactiplantibacillus plantarum
1.1.1.27,km,0.02,NADH,wildtype,Pediococcus pentosaceus
1.1.1.27,km,0.021,NADH,wildtype,Plasmodium berghei
1.1.1.27,km,0.024,NADH,wildtype,Streptococcus uberis
1.1.1.27,km,0.032,NADH,wildtype,Streptococcus mutans
1.1.1.27,km,0.033,NADH,wildtype,Latilactobacillus curvatus
1.1.1.27,km,0.04,NADH,wildtype,Pediococcus pentosaceus
1.1.1.27,km,0.04,NADH,wildtype,Agama stellio stellio
1.1.1.27,km,0.045,NADH,wildtype,Lacticaseibacillus casei
1.1.1.27,km,0.045,NADH,wildtype,[Bacillus] caldolyticus
1.1.1.27,km,0.05,NADH,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.054,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.058,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.061,NADH,wildtype,Homarus americanus
1.1.1.27,km,0.066,NADH,wildtype,Lactococcus cremoris
1.1.1.27,km,0.069,NADH,wildtype,Lactobacillus acidophilus
1.1.1.27,km,0.077,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.08,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.08,NADH,wildtype,Thermoanaerobacter ethanolicus
1.1.1.27,km,0.08,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.08,NADH,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.11,NADH,wildtype,Enterococcus mundtii
1.1.1.27,km,0.123,NADH,wildtype,Limosilactobacillus fermentum
1.1.1.27,km,0.15,NADH,wildtype,Priestia megaterium
1.1.1.27,km,0.18,NADH,wildtype,Priestia megaterium
1.1.1.27,km,0.18,NADH,wildtype,Enterococcus mundtii
1.1.1.27,km,0.19,NADH,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.19,NADH,wildtype,Priestia megaterium
1.1.1.27,km,0.19,NADH,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.19,NADH,wildtype,Priestia megaterium
1.1.1.27,km,0.25,NADH,wildtype,Molinema dessetae
1.1.1.27,km,0.32,NADH,wildtype,Taenia asiatica
1.1.1.27,km,0.364,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,0.4,NADH,wildtype,Lactococcus cremoris
1.1.1.27,km,0.4,NADH,wildtype,Lactococcus cremoris
1.1.1.27,km,0.41,NADH,wildtype,Enterococcus mundtii
1.1.1.27,km,0.5,NADH,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.93,NADH,wildtype,Enterococcus mundtii
1.1.1.27,km,8.0,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,8.0,NADH,wildtype,Lactococcus lactis
1.1.1.27,km,44.0,NADH,wildtype,Lactococcus cremoris
1.1.1.27,km,0.016,pyruvate,wildtype,Nocardia asteroides
1.1.1.27,km,0.016,pyruvate,wildtype,Sphyraena helleri
1.1.1.27,km,0.016,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.017,pyruvate,wildtype,Plasmodium vivax
1.1.1.27,km,0.018,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.018,pyruvate,wildtype,Thermotoga maritima
1.1.1.27,km,0.019,pyruvate,wildtype,Thermotoga maritima
1.1.1.27,km,0.02,pyruvate,wildtype,Agama stellio stellio
1.1.1.27,km,0.02,pyruvate,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.025,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.027,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.03,pyruvate,wildtype,Homo sapiens
1.1.1.27,km,0.03,pyruvate,wildtype,Plasmodium falciparum
1.1.1.27,km,0.033,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.039,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.044,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.0468,pyruvate,wildtype,Sus scrofa
1.1.1.27,km,0.049,pyruvate,wildtype,Plasmodium falciparum
1.1.1.27,km,0.054,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.055,pyruvate,wildtype,Plasmodium falciparum
1.1.1.27,km,0.057,pyruvate,wildtype,Plasmodium berghei
1.1.1.27,km,0.057,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.06,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.061,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.061,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.0653,pyruvate,wildtype,Sus scrofa
1.1.1.27,km,0.07,pyruvate,wildtype,Clupea harengus
1.1.1.27,km,0.071,pyruvate,wildtype,Plasmodium ovale
1.1.1.27,km,0.078,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.08,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.086,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.09,pyruvate,wildtype,Oligosoma polychroma
1.1.1.27,km,0.09,pyruvate,wildtype,Woodworthia chrysosiretica
1.1.1.27,km,0.09,pyruvate,wildtype,Woodworthia maculata
1.1.1.27,km,0.09,pyruvate,wildtype,Clupea harengus
1.1.1.27,km,0.11,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.113,pyruvate,wildtype,Gadus morhua
1.1.1.27,km,0.117,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.12,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.123,pyruvate,wildtype,Faxonius virilis
1.1.1.27,km,0.13,pyruvate,wildtype,Oligosoma zelandicum
1.1.1.27,km,0.13,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.13,pyruvate,wildtype,Sus scrofa
1.1.1.27,km,0.13,pyruvate,wildtype,Oryctolagus cuniculus
1.1.1.27,km,0.133,pyruvate,wildtype,Oryctolagus cuniculus
1.1.1.27,km,0.14,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.14,pyruvate,wildtype,Oligosoma macgregori
1.1.1.27,km,0.14,pyruvate,wildtype,Plasmodium malariae
1.1.1.27,km,0.145,pyruvate,wildtype,Epidalea calamita
1.1.1.27,km,0.15,pyruvate,wildtype,Sus scrofa
1.1.1.27,km,0.15,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.16,pyruvate,wildtype,Champsocephalus gunnari
1.1.1.27,km,0.16,pyruvate,wildtype,Thermus thermophilus
1.1.1.27,km,0.171,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.18,pyruvate,wildtype,Saduria entomon
1.1.1.27,km,0.18,pyruvate,wildtype,Thermoanaerobacter ethanolicus
1.1.1.27,km,0.19,pyruvate,wildtype,Sphyraena barracuda
1.1.1.27,km,0.19,pyruvate,wildtype,Faxonius virilis
1.1.1.27,km,0.1973,pyruvate,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.2,pyruvate,wildtype,Solanum tuberosum
1.1.1.27,km,0.2,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,0.21,pyruvate,wildtype,Deinococcus radiodurans
1.1.1.27,km,0.22,pyruvate,wildtype,Sphyraena ensis
1.1.1.27,km,0.22,pyruvate,wildtype,Clupea harengus
1.1.1.27,km,0.24,pyruvate,wildtype,Homarus americanus
1.1.1.27,km,0.24,pyruvate,wildtype,Sphyraena helleri
1.1.1.27,km,0.25,pyruvate,wildtype,Lactobacillus helveticus
1.1.1.27,km,0.25,pyruvate,wildtype,Capsella bursa-pastoris
1.1.1.27,km,0.25,pyruvate,wildtype,Thermoanaerobacter ethanolicus
1.1.1.27,km,0.26,pyruvate,wildtype,Sphyraena lucasana
1.1.1.27,km,0.312,pyruvate,wildtype,Pelophylax perezi
1.1.1.27,km,0.32,pyruvate,wildtype,Lactobacillus sp.
1.1.1.27,km,0.33,pyruvate,wildtype,Sphyraena idiastes
1.1.1.27,km,0.34,pyruvate,wildtype,Molinema dessetae
1.1.1.27,km,0.34,pyruvate,wildtype,Sphyraena argentea
1.1.1.27,km,0.34,pyruvate,wildtype,Ipomoea batatas
1.1.1.27,km,0.35,pyruvate,wildtype,Lactuca sativa
1.1.1.27,km,0.353,pyruvate,wildtype,Faxonius virilis
1.1.1.27,km,0.36,pyruvate,wildtype,Faxonius virilis
1.1.1.27,km,0.398,pyruvate,wildtype,Homo sapiens
1.1.1.27,km,0.42,pyruvate,wildtype,Ipomoea batatas
1.1.1.27,km,0.5,pyruvate,wildtype,Ipomoea batatas
1.1.1.27,km,0.67,pyruvate,wildtype,Oryctolagus cuniculus
1.1.1.27,km,0.8,pyruvate,wildtype,Priestia megaterium
1.1.1.27,km,0.93,pyruvate,wildtype,Enterococcus mundtii
1.1.1.27,km,1.0,pyruvate,wildtype,Lacticaseibacillus casei
1.1.1.27,km,1.15,pyruvate,wildtype,Lactococcus cremoris
1.1.1.27,km,1.3,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,1.3,pyruvate,wildtype,Rhizopus oryzae ATCC 9363
1.1.1.27,km,1.5,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,1.5,pyruvate,wildtype,Ipomoea batatas
1.1.1.27,km,1.5,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,1.7,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,1.75,pyruvate,wildtype,Streptococcus uberis
1.1.1.27,km,1.88,pyruvate,wildtype,Taenia asiatica
1.1.1.27,km,1.9,pyruvate,wildtype,Rhizopus oryzae ATCC 9363
1.1.1.27,km,1.91,pyruvate,wildtype,Weizmannia coagulans
1.1.1.27,km,1.95,pyruvate,wildtype,Lactococcus cremoris
1.1.1.27,km,2.2,pyruvate,wildtype,Thermoanaerobacter ethanolicus
1.1.1.27,km,2.2,pyruvate,wildtype,Enterococcus mundtii
1.1.1.27,km,2.47,pyruvate,wildtype,Limosilactobacillus fermentum
1.1.1.27,km,2.7,pyruvate,wildtype,Enterococcus mundtii
1.1.1.27,km,2.76,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,2.8,pyruvate,wildtype,Rhizopus oryzae ATCC 9363
1.1.1.27,km,2.9,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,3.0,pyruvate,wildtype,[Bacillus] caldolyticus
1.1.1.27,km,3.8,pyruvate,wildtype,Enterococcus mundtii
1.1.1.27,km,4.1,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.27,km,4.8,pyruvate,wildtype,Rhizopus oryzae ATCC 9363
1.1.1.27,km,5.0,pyruvate,wildtype,Rhizopus delemar
1.1.1.27,km,6.8,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,6.8,pyruvate,wildtype,Priestia megaterium
1.1.1.27,km,6.8,pyruvate,wildtype,Sporolactobacillus inulinus
1.1.1.27,km,7.0,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,7.0,pyruvate,wildtype,Priestia megaterium
1.1.1.27,km,7.7,pyruvate,wildtype,Lactococcus cremoris
1.1.1.27,km,7.7,pyruvate,wildtype,Rhizopus delemar
1.1.1.27,km,8.4,pyruvate,wildtype,Rhizopus delemar
1.1.1.27,km,13.0,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,15.0,pyruvate,wildtype,Lactococcus lactis
1.1.1.27,km,15.0,pyruvate,wildtype,Rhizopus delemar
1.1.1.27,km,32.0,pyruvate,wildtype,Geobacillus stearothermophilus
1.1.1.27,km,34.0,pyruvate,wildtype,Priestia megaterium
1.1.1.27,km,77.0,pyruvate,wildtype,Lactococcus cremoris
1.1.1.27,km,25.0,glyoxylate,wildtype,Solanum tuberosum
1.1.1.27,km,1.76,phenylpyruvate,wildtype,Lactobacillus sp.
1.1.1.27,km,3.5,phenylpyruvate,wildtype,Lacticaseibacillus casei
1.1.1.27,km,8.23,phenylpyruvate,wildtype,Lacticaseibacillus casei
1.1.1.27,km,0.6,2-oxobutyrate,wildtype,Plasmodium falciparum
1.1.1.27,km,8.0,Hydroxypyruvate,wildtype,Solanum tuberosum
1.1.1.27,km,77.0,2-oxobutanoate,wildtype,Solanum tuberosum
1.1.1.27,km,0.047,L-lactate,wildtype,Plasmodium falciparum
1.1.1.27,km,0.152,L-lactate,wildtype,Aggregatibacter actinomycetemcomitans
1.1.1.27,km,60.0,L-lactate,wildtype,Thermoanaerobacter ethanolicus
1.1.1.27,km,0.0018,(S)-lactate,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.0026,(S)-lactate,wildtype,Sus scrofa
1.1.1.27,km,0.0057,(S)-lactate,wildtype,Sus scrofa
1.1.1.27,km,0.0142,(S)-lactate,wildtype,Sus scrofa
1.1.1.27,km,0.083,(S)-lactate,wildtype,Acinetobacter calcoaceticus
1.1.1.27,km,0.515,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.517,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.537,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.541,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.567,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.616,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.62,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.641,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.735,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.803,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.822,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,0.862,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.909,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.94,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,0.966,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,1.016,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,1.191,(S)-lactate,wildtype,Epidalea calamita
1.1.1.27,km,1.33,(S)-lactate,wildtype,Pelophylax perezi
1.1.1.27,km,1.79,(S)-lactate,wildtype,Rattus norvegicus
1.1.1.27,km,2.5,(S)-lactate,wildtype,Molinema dessetae
1.1.1.27,km,8.1,(S)-lactate,wildtype,Agama stellio stellio
1.1.1.27,km,10.2,(S)-lactate,wildtype,Plasmodium vivax
1.1.1.27,km,10.73,(S)-lactate,wildtype,Homo sapiens
1.1.1.27,km,11.3,(S)-lactate,wildtype,Plasmodium malariae
1.1.1.27,km,12.0,(S)-lactate,wildtype,Plasmodium falciparum
1.1.1.27,km,13.0,(S)-lactate,wildtype,Capsella bursa-pastoris
1.1.1.27,km,17.0,(S)-lactate,wildtype,Ipomoea batatas
1.1.1.27,km,21.78,(S)-lactate,wildtype,Homo sapiens
1.1.1.27,km,22.0,(S)-lactate,wildtype,Ipomoea batatas
1.1.1.27,km,22.0,(S)-lactate,wildtype,Faxonius virilis
1.1.1.27,km,30.0,(S)-lactate,wildtype,Bacillus subtilis
1.1.1.27,km,32.9,(S)-lactate,wildtype,Faxonius virilis
1.1.1.27,km,34.2,(S)-lactate,wildtype,Faxonius virilis
1.1.1.27,km,55.0,(S)-lactate,wildtype,Lactiplantibacillus plantarum
1.1.1.27,km,67.0,(S)-lactate,wildtype,Pediococcus pentosaceus
1.1.1.27,km,90.04,(S)-lactate,wildtype,Saduria entomon
1.1.1.27,km,93.0,(S)-lactate,wildtype,Plasmodium ovale
1.1.1.27,km,100.0,(S)-lactate,wildtype,Lactococcus lactis
1.1.1.27,km,100.0,(S)-lactate,wildtype,Lactococcus lactis
1.1.1.27,km,109.0,(S)-lactate,wildtype,Streptococcus uberis
1.1.1.27,km,158.0,(S)-lactate,wildtype,Lactococcus cremoris
1.1.1.27,km,280.0,(S)-lactate,wildtype,Latilactobacillus curvatus
1.1.1.27,km,360.0,(S)-lactate,wildtype,Lactobacillus acidophilus
1.1.1.27,km,420.0,(S)-lactate,wildtype,Lacticaseibacillus casei
1.1.1.27,km,1100.0,(S)-lactate,wildtype,Homarus americanus
1.1.1.27,km,0.123,3-acetylpyridine adenine dinucleotide,wildtype,Plasmodium falciparum
1.1.1.27,km,0.168,3-acetylpyridine adenine dinucleotide,wildtype,Plasmodium malariae
1.1.1.27,km,0.182,3-acetylpyridine adenine dinucleotide,wildtype,Plasmodium vivax
1.1.1.27,km,0.408,3-acetylpyridine adenine dinucleotide,wildtype,Plasmodium ovale
1.1.1.27,km,3.3,Lactate,wildtype,Sus scrofa
1.1.1.27,km,10.26,Lactate,wildtype,Taenia asiatica
1.1.1.27,km,47.4,Lactate,wildtype,Rhizopus oryzae ATCC 9363
1.1.1.27,km,105.1,Lactate,wildtype,Rhizopus delemar
1.1.1.27,km,0.116,2-oxovalerate,wildtype,Plasmodium falciparum
1.1.1.27,km,11.37,"3,4-Dihydroxyphenylpyruvate",wildtype,Limosilactobacillus fermentum
1.1.1.27,km,0.0085,APAD+,wildtype,Cryptosporidium parvum
1.1.1.27,km,0.0166,APADH,wildtype,Cryptosporidium parvum
1.1.1.270,km,0.00012,NADPH,wildtype,Rattus norvegicus
1.1.1.270,km,0.001,NADPH,wildtype,Oryctolagus cuniculus
1.1.1.270,km,0.003,NADPH,wildtype,Zea mays
1.1.1.270,km,0.004,NADPH,wildtype,Zea mays
1.1.1.270,km,0.0341,NAD+,wildtype,Homo sapiens
1.1.1.270,km,0.0037,dehydroepiandrosterone,wildtype,Homo sapiens
1.1.1.270,km,0.222,methylglyoxal,wildtype,Oryctolagus cuniculus
1.1.1.270,km,0.0035,5beta-dihydrotestosterone,wildtype,Oryctolagus cuniculus
1.1.1.270,km,0.0043,17beta-hydroxy-5alpha-androstan-3-one,wildtype,Homo sapiens
1.1.1.270,km,0.0024,"5beta-pregnane-21-ol-3,20-dione",wildtype,Oryctolagus cuniculus
1.1.1.270,km,0.078,4alpha-methyl-5alpha-cholest-7-en-3-one,wildtype,Rattus norvegicus
1.1.1.270,km,0.236,4alpha-methyl-5alpha-cholest-7-en-3-one,wildtype,Rattus norvegicus
1.1.1.270,km,0.085,24-methylenecycloartanone,wildtype,Zea mays
1.1.1.270,km,0.162,24-methylenelophenone,wildtype,Zea mays
1.1.1.270,km,0.22,cholestanone,wildtype,Zea mays
