EC_number,Type,Value,Substrate,enzymeType,Organism
3.1.4.59,km,0.349,"cyclic di-3',5'-guanylate",wildtype,Bacillus subtilis
3.1.4.59,km,0.0013,"cyclic di-3',5'-adenylate",wildtype,Bacillus subtilis
3.1.4.59,km,0.0068,"cyclic di-3',5'-adenylate",wildtype,Mycolicibacterium smegmatis
3.1.4.59,km,0.0997,"cyclic di-3',5'-adenylate",wildtype,Staphylococcus aureus
3.1.4.59,km,0.145,"cyclic di-3',5'-adenylate",wildtype,Staphylococcus aureus
3.1.4.59,km,0.0167,5'-O-phosphonoadenylyl-(3'->5')-adenosine,wildtype,Streptococcus pneumoniae D39
3.1.4.59,km,0.0364,5'-O-phosphonoadenylyl-(3'->5')-adenosine,wildtype,Streptococcus pneumoniae D39
3.1.4.60,km,0.0239,5'-O-phosphonoadenylyl-(3'->5')-adenosine,wildtype,Streptococcus pneumoniae D39
3.1.4.61,km,59.0,"cyclic 2,3-bisphosphoglycerate",wildtype,Methanothermobacter thermautotrophicus
3.1.4.B4,km,0.0894,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1215,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1423,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1432,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1574,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1638,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1735,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.4.B4,km,0.1755,UDP-alpha-D-glucose,wildtype,Clostridioides difficile
3.1.5.1,km,0.15,GTP,wildtype,Escherichia coli
3.1.5.1,km,0.15,GTP,wildtype,Escherichia coli
3.1.5.1,km,0.001,dGTP,wildtype,Escherichia coli
3.1.5.1,km,0.005,dGTP,wildtype,Escherichia coli
3.1.5.1,km,0.005,dGTP,wildtype,Escherichia coli
3.1.5.1,km,0.005,dGTP,wildtype,Escherichia coli
3.1.5.B1,km,0.0016,dATP,wildtype,Homo sapiens
3.1.5.B1,km,0.0028,dATP,wildtype,Homo sapiens
3.1.5.B1,km,0.0041,dATP,wildtype,Homo sapiens
3.1.5.B1,km,0.0142,dATP,wildtype,Homo sapiens
3.1.5.B1,km,0.22,dATP,wildtype,Mus musculus
3.1.5.B1,km,0.34,dATP,wildtype,Homo sapiens
3.1.5.B1,km,0.002,dTTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0035,dTTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0077,dTTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0153,dTTP,wildtype,Homo sapiens
3.1.5.B1,km,0.28,dTTP,wildtype,Mus musculus
3.1.5.B1,km,0.3,dTTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0016,dCTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0033,dCTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0056,dCTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0225,dCTP,wildtype,Homo sapiens
3.1.5.B1,km,0.2,dCTP,wildtype,Mus musculus
3.1.5.B1,km,0.29,dCTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0021,dGTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0037,dGTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0065,dGTP,wildtype,Homo sapiens
3.1.5.B1,km,0.0135,dGTP,wildtype,Homo sapiens
3.1.5.B1,km,0.22,dGTP,wildtype,Mus musculus
3.1.5.B1,km,0.24,dGTP,wildtype,Homo sapiens
3.1.6.1,km,0.0291,4-nitrophenyl phosphate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.00029,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.0037,4-nitrophenyl sulfate,wildtype,Streptomyces griseorubiginosus
3.1.6.1,km,0.007,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.0137,4-nitrophenyl sulfate,wildtype,Marinomonas sp. FW-1
3.1.6.1,km,0.017,4-nitrophenyl sulfate,wildtype,Streptomyces griseorubiginosus
3.1.6.1,km,0.0294,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.042,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.07,4-nitrophenyl sulfate,wildtype,Chlamydomonas reinhardtii
3.1.6.1,km,0.075,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.08,4-nitrophenyl sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.2,4-nitrophenyl sulfate,wildtype,Chlamydomonas reinhardtii
3.1.6.1,km,0.27,4-nitrophenyl sulfate,wildtype,Carpodesmia tamariscifolia
3.1.6.1,km,0.3,4-nitrophenyl sulfate,wildtype,Chlamydomonas reinhardtii
3.1.6.1,km,0.53,4-nitrophenyl sulfate,wildtype,Strongylocentrotus intermedius
3.1.6.1,km,0.59,4-nitrophenyl sulfate,wildtype,Hemicentrotus pulcherrimus
3.1.6.1,km,0.71,4-nitrophenyl sulfate,wildtype,Pseudoalteromonas carrageenovora
3.1.6.1,km,0.82,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.89,4-nitrophenyl sulfate,wildtype,Pseudoalteromonas carrageenovora
3.1.6.1,km,1.12,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.2,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.0,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.6,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.61,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.62,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.85,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.01,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.12,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.31,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.47,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.49,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,2.5,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,4.36,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,5.26,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,26.0,4-nitrophenyl sulfate,wildtype,Rattus norvegicus
3.1.6.1,km,0.0549,p-Nitrophenyl sulfate,wildtype,Sphingomonas sp.
3.1.6.1,km,0.67,p-Nitrophenyl sulfate,wildtype,Pseudoalteromonas carrageenovora
3.1.6.1,km,1.15,p-Nitrophenyl sulfate,wildtype,Pseudoalteromonas carrageenovora
3.1.6.1,km,8.7,p-Nitrophenyl sulfate,wildtype,Littorina kurila
3.1.6.1,km,0.105,4-nitrocatechol sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.16,4-nitrocatechol sulfate,wildtype,Carpodesmia tamariscifolia
3.1.6.1,km,0.166,4-nitrocatechol sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.2,4-nitrocatechol sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.204,4-nitrocatechol sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.21,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,0.23,4-nitrocatechol sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.25,4-nitrocatechol sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.26,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,0.3,4-nitrocatechol sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.5,4-nitrocatechol sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.68,4-nitrocatechol sulfate,wildtype,Sus scrofa
3.1.6.1,km,1.1,4-nitrocatechol sulfate,wildtype,Rattus norvegicus
3.1.6.1,km,1.8,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,2.5,4-nitrocatechol sulfate,wildtype,Eimeria tenella
3.1.6.1,km,2.9,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,3.2,4-nitrocatechol sulfate,wildtype,Sus scrofa
3.1.6.1,km,6.0,4-nitrocatechol sulfate,wildtype,Citrobacter braakii
3.1.6.1,km,10.9,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,20.6,4-nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.1,km,0.014,Estrone 3-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.344,Estrone 3-sulfate,wildtype,Aspergillus oryzae
3.1.6.1,km,0.351,Estrone 3-sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.0066,4-Methylumbelliferyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.175,4-Methylumbelliferyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.13,cerebroside 3-sulfate,wildtype,Gallus gallus
3.1.6.1,km,2.5,4-methylumbelliferone sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.043,2-hydroxy-5-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,0.0486,2-hydroxy-5-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,0.085,2-hydroxy-5-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,0.5,Ascorbate 2-sulfate,wildtype,Strongylocentrotus intermedius
3.1.6.1,km,7.2,dopamine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,9.8,dopamine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,2.1,dopamine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,2.8,dopamine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,14.1,epinephrine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,18.0,epinephrine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,1.9,epinephrine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,2.5,epinephrine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,10.5,norepinephrine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,12.8,norepinephrine 3-sulfate,wildtype,Sus scrofa
3.1.6.1,km,2.7,norepinephrine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,3.3,norepinephrine 4-sulfate,wildtype,Sus scrofa
3.1.6.1,km,2.5,Ascorbic acid 2-sulfate,wildtype,Gallus gallus
3.1.6.1,km,0.181,2-hydroxy-4-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,0.123,4-hydroxy-2-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,0.193,4-hydroxy-3-nitrophenyl sulfate,wildtype,Haliotis iris
3.1.6.1,km,1.05,N-benzyloxycarbonyl-L-Phe-L-Tyr-O-sulfate,wildtype,Aspergillus oryzae
3.1.6.1,km,3.65,phloroglucinol monosulfate,wildtype,Carpodesmia tamariscifolia
3.1.6.1,km,0.55,2-methyl-4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.216,Indoxyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.026,epiandrosterone 3-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,1.02,4-ethylphenyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.486,N-acetyltyramine sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.262,p-coumaric acid sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.161,ferulic acid 4-sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.131,resorcinol sulfate,wildtype,Helix pomatia
3.1.6.1,km,1.4,p-cresyl sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.341,vanillic acid 4-sulfate,wildtype,Helix pomatia
3.1.6.1,km,0.05,testosterone 17-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.1,km,0.112,methylurolithin A sulfate,wildtype,Helix pomatia
3.1.6.12,km,10.8,p-Nitrophenyl sulfate,wildtype,Bos taurus
3.1.6.12,km,0.06,4-Methylumbelliferyl sulfate,wildtype,Homo sapiens
3.1.6.12,km,4.0,4-Methylumbelliferyl sulfate,wildtype,Mus musculus
3.1.6.12,km,5.6,4-Methylumbelliferyl sulfate,wildtype,Mus musculus
3.1.6.12,km,1.3,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,1.3,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,3.0,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,3.2,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,3.5,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,3.9,p-nitrocatechol sulfate,wildtype,Mus musculus
3.1.6.12,km,0.8,nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.12,km,1.2,nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.12,km,1.2,nitrocatechol sulfate,wildtype,Felis catus
3.1.6.12,km,3.6,nitrocatechol sulfate,wildtype,Homo sapiens
3.1.6.12,km,0.013,UDP-N-acetylgalactosamine 4-sulfate,wildtype,Homo sapiens
3.1.6.12,km,0.43,UDP-N-acetylgalactosamine 4-sulfate,wildtype,Gallus gallus
3.1.6.12,km,0.03,N-acetylgalactosamine 4-sulfate-(beta-glucuronosyl-(1-3)-N-acetylgalactosamine 4-sulfate)2,wildtype,Rattus norvegicus
3.1.6.12,km,0.049,N-acetylgalactosamine 4-sulfate-(beta-glucuronosyl-(1-3)-N-acetylgalactosamine 4-sulfate)3,wildtype,Rattus norvegicus
3.1.6.12,km,0.064,N-acetylgalactosamine 4-sulfate-(beta-glucuronosyl-(1-3)-N-acetylgalactosamine 4-sulfate)4,wildtype,Rattus norvegicus
3.1.6.12,km,0.027,N-acetylgalactosamine 4-sulfate-beta-glucuronosyl-(1-3)-N-acetylgalactosamine 4-sulfate,wildtype,Rattus norvegicus
3.1.6.12,km,1.86,nitrocatechol 4-sulfate,wildtype,Bos taurus
3.1.6.13,km,0.01,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.003,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.0115,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.012,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.013,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.013,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.015,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.043,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.0192,"O-(alpha-L-idopyranosyluronic acid 2-sulfate)-(1-4)-2,5-anhydro-D-mannitol",wildtype,Homo sapiens
3.1.6.13,km,0.327,"O-(alpha-L-idopyranosyluronic acid-2-sulfate)-(1-4)-2,5 anhydromannose-6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.02,sulfoiduronyl sulfoanhydromannitol,wildtype,Homo sapiens
3.1.6.13,km,0.0011,"O-(alpha-L-iduronic acid 2-sulfate)-(1-3)-2,5-anhydro-D-talitol 4-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.0014,"O-(alpha-L-iduronic acid 2-sulfate)-(1-4)-D-O-(alpha 2-sulfaminoglucosamine 6-sulfate)-(1-4)-L-O-(alpha-L-iduronic acid 2-sulfate)-D-O-2,5-anhydro-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.0019,O-(alpha-L-iduronic acid 2-sulfate)-(1-4)-D-O-(alpha 2-sulfaminoglucosamine 6-sulfate)-(1-4)-O-(beta-D-glucuronic acid or L-iduronic acid)-(1-4)-D-O-(alpha-N-acetylglucosamine)-(1-3)-D-O-gulonic acid,wildtype,Homo sapiens
3.1.6.13,km,0.0025,"O-(alpha-L-iduronic acid 2-sulfate)-(1-4)-D-O-(alpha glucosamine 6-sulfate)-(1-4)-L-O-(alpha-L-iduronic acid 2-sulfate)-D-O-2,5-anhydro-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.13,km,0.0031,"O-(alpha-L-iduronic acid 2-sulfate)-(1-4)-D-O-(alpha-N-acetylglucosamine 6-sulfate)-(1-4)-L-O-(alpha-L-iduronic acid 2-sulfate)-D-O-2,5-anhydro-mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.14,km,5.8,4-Methylumbelliferyl sulfate,wildtype,Capra hircus
3.1.6.14,km,0.0071,N-acetylglucosamine 6-sulfate,wildtype,Homo sapiens
3.1.6.14,km,0.33,N-acetylglucosamine 6-sulfate,wildtype,Homo sapiens
3.1.6.14,km,4.2,N-acetyl-D-glucosamine 6-sulfate,wildtype,Bos taurus
3.1.6.14,km,13.0,N-acetyl-D-glucosamine 6-sulfate,wildtype,Homo sapiens
3.1.6.14,km,0.062,glucose 6-sulfate,wildtype,Homo sapiens
3.1.6.14,km,7.7,glucose 6-sulfate,wildtype,Homo sapiens
3.1.6.14,km,0.0111,O-(alpha-glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.0117,O-(alpha-glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.0142,O-(alpha-glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.0482,O-(alpha-glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Capra hircus
3.1.6.14,km,0.004,"O-(alpha-glucosamine 6-sulfate)-(1-4)-L-O-(alpha-iduronic acid 2-sulfate)-(1-4)-D-O-2,5-anhydro mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.14,km,0.0035,"O-(alpha-glucosamine 6-sulfate)-(1-4)-L-O-(alpha-iduronic acid 2-sulfate)-(1-4)-D-O-2,5-anhydro mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.14,km,0.017,"O-(alpha-glucosamine 6-sulfate)-(1-4)-L-O-(alpha-iduronic acid 2-sulfate)-(1-4)-D-O-2,5-anhydro mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.14,km,0.028,"O-(alpha-glucosamine 6-sulfate)-(1-4)-L-O-(alpha-iduronic acid 2-sulfate)-(1-4)-D-O-2,5-anhydro mannitol 6-sulfate",wildtype,Homo sapiens
3.1.6.14,km,0.0072,O-(alpha-N-acetyl glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.0153,O-(alpha-N-acetyl glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.027,O-(alpha-N-acetyl glucosamine 6-sulfate)-(1-3)-L-idonic acid,wildtype,Homo sapiens
3.1.6.14,km,0.0108,O-(alpha-2-sulfamino glucosamine 6-sulfate)-(1-4)-L-idose,wildtype,Homo sapiens
3.1.6.14,km,0.15,trisaccharide with an N-acetylglucosamine 6-sulfate residue,wildtype,Homo sapiens
3.1.6.17,km,0.0067,D-Lactate 2-sulfate,wildtype,Pseudomonas syringae
3.1.6.19,km,15.0,(4R)-heptan-4-yl sulfate,wildtype,Pseudomonas sp.
3.1.6.19,km,1.5,(5R)-nonan-5-yl sulfate,wildtype,Pseudomonas sp.
3.1.6.19,km,40.0,(3R)-pentan-3-yl sulfate,wildtype,Pseudomonas sp.
3.1.6.19,km,0.151,(2R)-octan-2-yl hydrogen sulfate,wildtype,Pseudomonas sp. DSM 6611
3.1.6.2,km,0.007,4-nitrophenyl sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.2,km,2.03,4-nitrophenyl sulfate,wildtype,Helix pomatia
3.1.6.2,km,10.0,4-nitrophenyl sulfate,wildtype,Patella vulgata
3.1.6.2,km,10.2,4-nitrophenyl sulfate,wildtype,Haliotis sp.
3.1.6.2,km,0.007,p-Nitrophenyl sulfate,wildtype,Chlamydomonas reinhardtii
3.1.6.2,km,1.32,p-Nitrophenyl sulfate,wildtype,Homo sapiens
3.1.6.2,km,1.32,p-Nitrophenyl sulfate,wildtype,Homo sapiens
3.1.6.2,km,1.8,p-Nitrophenyl sulfate,wildtype,Rattus norvegicus
3.1.6.2,km,1600.0,p-Nitrophenyl sulfate,wildtype,Bos taurus
3.1.6.2,km,0.0034,Estrone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.0043,Estrone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.0051,Estrone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0063,Estrone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.014,Estrone 3-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.2,km,0.035,Estrone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00215,Estrone sulfate,wildtype,Sus scrofa
3.1.6.2,km,0.00685,Estrone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.072,Estrone sulfate,wildtype,Rattus norvegicus
3.1.6.2,km,0.07275,Estrone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0029,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.003,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00385,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0078,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.008,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00944,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0268,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0157,dehydroepiandrosterone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.0194,dehydroepiandrosterone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.033,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.036,dehydroepiandrosterone 3-sulfate,wildtype,Macaca mulatta
3.1.6.2,km,0.05,dehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.113,dehydroepiandrosterone 3-sulfate,wildtype,Bos taurus
3.1.6.2,km,0.0017,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0036,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0043,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0044,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0059,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0074,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00959,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.013,dehydroepiandrosterone sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00062,cholesterol 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.001,cholesterol 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.00526,cholesterol 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0057,cholesterol 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0067,Cholesterol sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.1,methylumbelliferyl sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.27,methylumbelliferyl sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.45,methylumbelliferyl sulfate,wildtype,Mus musculus
3.1.6.2,km,0.58,methylumbelliferyl sulfate,wildtype,Homo sapiens
3.1.6.2,km,2.5,methylumbelliferyl sulfate,wildtype,Mus musculus
3.1.6.2,km,0.00018,pregnenolone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.00025,pregnenolone 3-sulfate,wildtype,Danio rerio
3.1.6.2,km,0.00073,pregnenolone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0018,pregnenolone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.217,4-methylumbelliferylsulfate,wildtype,Homo sapiens
3.1.6.2,km,0.005,esterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.0506,esterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.02,16alpha-hydroxydehydroepiandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,1.0,p-nitrophenylsulfate,wildtype,Homo sapiens
3.1.6.2,km,0.00313,androstenediol 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.014,dehydroandrosterone 3-sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.035,testosterone 3-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.2,km,0.0019,17beta-estradiol sulfate,wildtype,Danio rerio
3.1.6.2,km,0.0021,17beta-estradiol sulfate,wildtype,Danio rerio
3.1.6.2,km,0.0043,17beta-estradiol sulfate,wildtype,Homo sapiens
3.1.6.2,km,0.026,epiandrosterone 3-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.2,km,0.05,testosterone 17-sulfate,wildtype,Pseudomonas aeruginosa
3.1.6.21,km,0.009,SDS,wildtype,Pseudomonas aeruginosa
3.1.6.21,km,0.0742,SDS,wildtype,Pseudomonas sp. S9
3.1.6.21,km,0.2643,SDS,wildtype,Pseudomonas sp. S9
3.1.6.3,km,11.8,N-acetyl-D-glucosamine 6-sulfate,wildtype,Charonia lampas
3.1.6.3,km,25.0,glucose 6-sulfate,wildtype,Charonia lampas
3.1.6.3,km,25.0,glucose 6-sulfate,wildtype,Charonia lampas
3.1.6.3,km,60.0,glucose 6-sulfate,wildtype,Prevotella sp.
3.1.6.3,km,30.0,D-glucose 3-O-sulfate,wildtype,Littorina littorea
3.1.6.3,km,29.4,D-glucose 3-sulfate,wildtype,Charonia lampas
3.1.6.3,km,17.0,D-glucose 6-O-sulfate,wildtype,Littorina littorea
3.1.6.4,km,4.4,4-Methylumbelliferyl sulfate,wildtype,Homo sapiens
3.1.6.4,km,0.013,Galactose 6-sulfate,wildtype,Homo sapiens
3.1.6.4,km,0.012,O-(beta-D-6-sulfo-2-acetamido-2-deoxygalactosyl)-(1-4)-O-beta-D-glucuronosyl-(1-3)-O-beta-D-6-sulfo-2-acetamido-2-deoxy-galactitol,wildtype,Homo sapiens
